name,Cases,Deaths,Sick,Spread,DaytimePopDensity,Traffic,SVIHousing,Vaccines,DistancingGrade,Testing,PctBeds,PctVentilators,PctBlack,PctNative,AirPollution,PctGE65,PrematureDeath,Smoking,Diabetes,Obesity,PctNoIns,SVISocioeconomic
"Tennessee, DeKalb",4088,64,7.29963253550502,0.035958904109589,55.4,61.129437553,0.3477,0.655,4.3,922,0.49,0.2162,0.0142516635,0.0045684775,9.7,18.0,11777.979464,0.2269219063,0.171,0.301,10.5,0.6675
"Tennessee, Dickson",10035,159,8.21389814017887,0.0437468858993523,100.3,63.56355859,0.4734,0.597,5.0,758,0.94,0.16,0.0398720204,0.0048834337,10.2,15.5,10406.790387,0.2130032911,0.145,0.267,11.0,0.4962
"Tennessee, Dyer",7969,134,6.93997856377278,0.0325009411469444,72.5,51.30442573,0.3951,0.669,5.0,436,0.41,0.31,0.1407824223,0.0037513398,10.2,16.9,11276.674914,0.2295354508,0.168,0.403,9.2,0.7624
"Tennessee, Fayette",7107,97,5.38178586417162,0.0306739833966512,46.7,44.462433169,0.0885,0.528,4.3,1109,0.4775,0.19,0.2738539018,0.003801812,10.0,20.0,8053.6032246,0.2030053268,0.088,0.351,7.1,0.4799
"Tennessee, Fentress",3472,60,10.2102431794478,0.0535714285714286,34.5,24.187865958,0.4814,0.717,4.0,966,0.5512,0.2425,0.0041170335,0.0038425646,9.1,20.7,10797.573372,0.2521963407,0.165,0.269,7.7,0.8984
"Tennessee, Franklin",7679,99,6.34996419193125,0.0346399270738377,70.0,42.946394259,0.2381,0.656,5.0,813,0.62,0.75,0.0506087372,0.0043924564,10.2,19.1,9255.2440876,0.219856589,0.157,0.359,8.7,0.4557
"Tennessee, Gibson",10392,181,7.3605872158222,0.034738260200154,73.7,61.250550851,0.3884,0.62,5.0,751,0.28,0.0,0.1789580997,0.0031195841,10.4,17.7,10783.56548,0.2240518465,0.16,0.403,8.8,0.7433
"Tennessee, Giles",5766,114,10.7785648917059,0.0551508844953174,47.0,26.331601398,0.5944,0.671,4.3,1246,0.9,0.45,0.1022268922,0.0044741213,10.6,19.4,10147.370818,0.215038761,0.121,0.348,9.3,0.6385
"Tennessee, Grainger",4141,60,9.15964571181681,0.0511953634387829,59.9,38.795817649,0.3152,0.575,4.3,901,0.7512,0.5225,0.0082091164,0.0042341758,10.3,19.5,10311.056776,0.2287892929,0.132,0.326,9.9,0.822
"Tennessee, Greene",12779,218,10.6966578372197,0.0578292511151107,111.6,82.992859641,0.4282,0.595,5.0,1833,0.51,1.1,0.0211617236,0.0035607278,10.0,20.8,10937.537697,0.2181138023,0.193,0.382,9.4,0.7309
"Tennessee, Grundy",2701,37,11.9886108197213,0.0592373195112921,36.9,23.871769909,0.5708,0.758,4.0,1884,0.4362,0.2588,0.0056196613,0.006593736,9.6,20.4,13079.365563,0.2472753871,0.236,0.338,14.6,0.9618
"Tennessee, Hamblen",12654,188,6.7214917375211,0.0342974553500869,399.4,88.874935672,0.4986,0.636,5.0,892,0.81,0.42,0.037696108,0.0087348418,10.3,17.9,10116.52709,0.222518042,0.191,0.344,11.1,0.8557
"Tennessee, Hamilton",61522,627,5.48470158062621,0.0324761873801242,726.9,285.19182902,0.5887,0.511,5.0,922,0.61,0.17,0.1911602422,0.0054270546,10.9,16.9,8533.519005,0.19163373,0.134,0.294,8.8,0.3627
"Tennessee, Hancock",1144,17,17.7126278821194,0.101398601398601,26.0,12.663533909,0.61,0.721,3.0,514,0.29,0.0,0.0050389372,0.0039700718,9.7,20.0,16550.633982,0.2524623478,0.16,0.328,10.8,0.9513
"Tennessee, Hardeman",5006,77,6.58207771609833,0.0331602077506992,32.0,32.294497875,0.6718,0.611,4.0,1665,0.1,0.0,0.4188739096,0.0030531324,9.7,17.5,10318.243348,0.2588919039,0.188,0.371,10.0,0.9592
"Tennessee, Hardin",5381,80,8.03072625698324,0.038468686117822,41.8,43.398102162,0.4394,0.65,4.3,702,0.39,0.0,0.0325108628,0.0062849162,9.8,21.9,12916.542155,0.2305268569,0.138,0.324,11.4,0.8624
"Tennessee, Hawkins",9798,158,8.98637891385105,0.0518473157787304,96.1,78.828668215,0.6167,0.619,5.0,1002,0.78,0.0,0.01464709,0.0034494958,10.4,20.0,10193.963361,0.2340196927,0.162,0.322,8.9,0.7713
"Tennessee, Haywood",3746,71,6.05710989327949,0.0280298985584624,29.8,20.966767487,0.6498,0.566,4.0,896,0.4212,0.2275,0.5021632535,0.0044418806,10.0,17.3,11519.421735,0.2416942032,0.151,0.466,11.0,0.8309
"Tennessee, Henderson",5531,95,10.4858692139189,0.0527933465919364,49.9,61.624286177,0.4308,0.641,5.0,854,0.73,0.0,0.076812583,0.0033396775,9.9,17.5,10317.222857,0.2437321986,0.173,0.329,8.7,0.8599
"Tennessee, Henry",5323,79,5.50095803201681,0.0334397895923352,55.2,79.260004819,0.2748,0.592,5.0,850,0.85,0.38,0.0746646888,0.0043265962,10.4,22.3,10375.5045,0.2287393693,0.181,0.336,8.9,0.7586
"Tennessee, Hickman",4469,71,5.42632565933847,0.030431863951667,31.2,30.793519112,0.561,0.649,4.0,727,0.81,0.0,0.0488768304,0.0065036109,9.8,16.4,10729.289802,0.2318079497,0.169,0.321,8.5,0.7385
"Tennessee, Houston",1793,41,12.102142079148,0.0557724484104852,34.3,15.360131465,0.368,0.652,3.3,2512,0.22,0.0,0.029045141,0.0041147283,10.0,21.1,11207.596918,0.2244569195,0.117,0.272,9.5,0.7675
"Tennessee, Humphreys",3062,44,11.7386130044358,0.0708687132593076,33.0,51.945435798,0.1843,0.662,4.3,630,0.35,0.0,0.0262901655,0.0067618739,10.0,19.0,10846.708395,0.2054988083,0.099,0.352,7.7,0.7334
"Tennessee, Jackson",2006,39,8.93009015138629,0.0523429710867398,30.5,18.172601712,0.4556,0.711,3.0,653,0.5725,0.1387,0.0060384419,0.0068038782,9.8,21.5,9978.1604315,0.2383650751,0.135,0.338,11.2,0.9038
"Tennessee, Jefferson",9567,135,8.03525142560913,0.0453642730218459,151.8,97.627216469,0.6288,0.568,5.0,796,0.67,0.45,0.0192734948,0.0049988891,10.3,19.4,9384.2803886,0.2048050365,0.167,0.367,10.2,0.5997
"Tennessee, Johnson",3393,45,10.7998650016875,0.0565870910698497,51.1,37.678380556,0.6237,0.674,4.0,1096,0.0,0.0,0.0229497131,0.0037124536,8.6,21.9,12429.175799,0.2325133515,0.134,0.275,11.3,0.7736
"Tennessee, Knox",75455,859,7.43194014902566,0.0458286395865085,953.3,290.59959354,0.5244,0.481,5.0,1035,0.85,0.6,0.0869115754,0.0035397355,10.5,15.1,9062.6048854,0.1971365622,0.107,0.307,7.8,0.3137
"Tennessee, Lake",1978,31,7.69126973417892,0.0288169868554095,29.5,19.679625732,0.9481,0.713,4.3,499,0.44,0.1775,0.2849817838,0.0049925786,10.7,15.2,11242.807232,0.2807895869,0.102,0.374,11.3,0.9806
"Tennessee, Lauderdale",5097,61,6.0406582768635,0.0306062389640965,46.7,23.110250272,0.9465,0.685,5.0,932,0.46,0.0,0.3434656341,0.0078993224,10.2,15.2,11346.304307,0.2546143307,0.204,0.446,9.8,0.9503
"Tennessee, Lawrence",9243,114,10.1294187588604,0.0479281618522125,63.9,47.434832592,0.5438,0.691,5.0,1101,0.31,0.21,0.0173091874,0.0045502355,9.9,17.6,11065.336786,0.2258083773,0.148,0.333,12.8,0.8745
"Tennessee, Lewis",2476,36,4.30249875889459,0.0210016155088853,37.9,32.67223891,0.6208,0.69,4.3,399,0.6238,0.2662,0.0195267251,0.005957306,9.5,20.6,11509.916413,0.2256420968,0.174,0.417,10.3,0.6701
"Tennessee, Lincoln",6470,81,9.02775742298561,0.0476043276661515,52.5,53.931566254,0.5642,0.639,5.0,1056,0.42,0.17,0.0672978281,0.0082949849,10.6,18.8,10979.976557,0.2174692351,0.115,0.367,8.4,0.6013
"Tennessee, Loudon",8860,89,6.82323670222792,0.0408577878103837,196.3,79.949356563,0.3407,0.443,5.0,805,0.8,0.77,0.0129867682,0.0056357673,10.6,25.5,9454.1511298,0.1858111437,0.167,0.29,10.3,0.4048
"Tennessee, McMinn",10153,119,6.30571455381439,0.0330936668964838,122.4,64.292133522,0.4728,0.662,5.0,682,0.44,0.29,0.0362390917,0.0056113353,10.3,19.2,11396.886391,0.2376583589,0.113,0.337,10.6,0.7637
"Tennessee, McNairy",4468,65,7.3939300092908,0.0427484333034915,42.3,36.272539171,0.347,0.587,4.3,588,0.54,0.1088,0.0598869619,0.0041034376,9.9,20.3,11731.950192,0.2521617399,0.154,0.303,10.8,0.9296
"Tennessee, Macon",5309,87,7.70657325365753,0.035223205876813,66.6,31.124484806,0.3566,0.736,4.0,695,0.47,0.0,0.0089017103,0.0077889965,10.3,15.6,11416.963465,0.2352192175,0.181,0.346,11.0,0.7226
"Tennessee, Madison",17158,297,4.65140105527381,0.0264599603683413,207.2,114.79539463,0.7017,0.528,5.0,694,0.85,0.68,0.3743763127,0.0035039189,10.0,15.9,9934.2105711,0.2245490355,0.139,0.387,9.2,0.5783
"Tennessee, Marion",5576,52,7.73403324584427,0.0396341463414634,49.5,65.478422797,0.2923,0.623,5.0,1308,0.505,0.3538,0.04,0.0045494313,10.2,19.1,10881.427366,0.2113741589,0.2,0.305,8.1,0.6863
"Tennessee, Marshall",6647,82,7.42214173321854,0.0376109523093125,82.0,47.111604105,0.2996,0.641,5.0,1009,0.31,0.0,0.0647210759,0.0043642193,10.4,15.6,8982.594289,0.2194463579,0.114,0.379,7.5,0.6315
"Tennessee, Maury",18831,216,6.19037523849905,0.0310126918379268,144.2,86.045749568,0.3792,0.453,5.0,1350,0.69,0.26,0.1163769345,0.0049395802,10.0,15.3,8509.1007352,0.209946911,0.105,0.325,8.7,0.3844
"Tennessee, Meigs",2109,27,7.96359499431172,0.0464675201517307,47.3,21.789158699,0.2299,0.413,4.3,684,0.64,0.3725,0.0151145783,0.0088574679,10.2,20.6,11907.762977,0.2199891996,0.158,0.354,10.4,0.7911
"Tennessee, Monroe",9379,116,8.06782147248528,0.0398763194370402,68.2,53.524312558,0.3416,0.628,5.0,855,0.89,0.27,0.0195224022,0.0064283711,10.7,20.4,10595.418687,0.2255378449,0.112,0.327,9.2,0.8946
"Tennessee, Montgomery",31708,318,6.60354454964797,0.0428913838778857,315.5,123.32179789,0.3174,0.525,5.0,908,0.83,0.26,0.1984559359,0.007414421,9.6,8.9,8744.8026836,0.2247801234,0.11,0.343,8.0,0.4618
"Tennessee, Moore",1402,19,10.7627515208236,0.0492154065620542,42.5,30.027719553,0.107,0.809,3.3,801,0.4712,0.3388,0.026516924,0.0034316019,10.2,21.4,7124.0444635,0.1872163515,0.136,0.249,9.5,0.3003
"Tennessee, Morgan",3636,45,9.91704898280736,0.0588558855885589,30.0,22.322488729,0.7689,0.564,4.0,696,0.5812,0.38,0.0364706428,0.0053292553,9.4,16.5,11882.127476,0.2480367876,0.208,0.361,10.2,0.8994
"Tennessee, Obion",6427,110,8.88756731754055,0.0418546755873658,55.2,51.118195019,0.4253,0.668,5.0,718,0.21,0.33,0.1058909043,0.0034360855,10.9,19.6,8759.6303838,0.2413034609,0.156,0.379,9.3,0.7952
"Tennessee, Overton",4637,78,12.1442813123074,0.0577959887858529,43.4,48.739147151,0.4218,0.693,4.3,571,0.27,0.19,0.0061627696,0.0041236179,9.5,19.8,10101.224882,0.2271977482,0.132,0.387,8.6,0.707
"Tennessee, Perry",1547,33,7.93650793650794,0.0413703943115708,18.3,23.60528231,0.6434,0.661,3.0,929,0.38,0.0262,0.0243055556,0.0080605159,9.5,20.4,12482.977168,0.2430811179,0.164,0.289,16.1,0.8449
"Tennessee, Pickett",1041,24,13.5773317591499,0.0662824207492795,25.6,15.215452728,0.377,0.613,3.0,614,0.51,0.165,0.0021645022,0.0035419126,9.2,26.5,8874.3082876,0.207888969,0.162,0.312,4.0,0.6857
"Tennessee, Polk",3064,27,6.92389631909102,0.0381853785900783,33.1,29.68109974,0.361,0.637,4.0,832,0.66,0.2725,0.0069830749,0.0057403243,9.7,20.1,10839.09203,0.2186348332,0.16,0.344,11.2,0.7809
"Tennessee, Putnam",16262,208,7.62274393414761,0.0369573238224081,215.1,95.070616573,0.546,0.561,5.0,907,0.89,0.5,0.0215745215,0.0074959096,9.6,16.5,8904.1490271,0.2369779415,0.114,0.283,8.3,0.7127
"Tennessee, Rhea",6748,89,8.23144897712141,0.040308239478364,107.2,64.095148506,0.5005,0.632,5.0,959,0.54,0.07,0.0205786224,0.0056288585,9.8,17.9,10664.35391,0.2341252998,0.208,0.378,9.6,0.8933
"Tennessee, Roane",9567,145,8.33646970267219,0.0463050067941884,125.3,78.094213166,0.4132,0.617,5.0,845,0.83,0.57,0.0259126835,0.0045540083,10.0,22.0,10808.274519,0.1995539041,0.156,0.341,7.8,0.5525
"Tennessee, Robertson",13723,175,6.95657072044162,0.0359979596298186,127.8,93.011751832,0.2671,0.562,5.0,918,0.62,0.41,0.0733256351,0.006210218,10.9,14.1,8552.8978312,0.198064669,0.106,0.341,8.6,0.4309
"Tennessee, Rutherford",60163,519,5.51263504570778,0.029769127204428,484.5,137.21205347,0.2824,0.554,5.0,1170,0.69,0.36,0.1538951645,0.0055218689,11.2,10.0,7214.2318823,0.1886319038,0.108,0.359,8.6,0.2771
"Tennessee, Scott",4865,54,14.7012114887245,0.0665981500513875,39.1,46.140624113,0.4005,0.693,4.3,743,0.12,0.0,0.0021325831,0.0033576841,9.3,16.2,13262.585227,0.2582043676,0.131,0.421,10.4,0.9433
"Tennessee, Sequatchie",2871,29,6.72223716052702,0.0348310693138279,45.3,62.14708072,0.3916,0.716,4.3,526,0.5012,0.23,0.0059155687,0.0063189029,9.7,19.5,9023.8767488,0.2149581157,0.127,0.379,11.6,0.7175
"Tennessee, Sevier",19254,248,8.07011808932293,0.041030435234237,157.8,111.06327948,0.5056,0.576,5.0,988,0.69,1.0,0.0110427818,0.006292649,10.1,18.6,9616.0447756,0.2147980237,0.151,0.443,15.3,0.6452
"Tennessee, Shelby",141086,2125,4.34724994763637,0.0288334774534681,1302.7,374.67234899,0.6972,0.555,5.0,2851,0.85,0.48,0.5364814205,0.0033640961,9.5,12.7,10311.616784,0.2009696785,0.12,0.355,11.5,0.6408
"Tennessee, Smith",4073,47,7.22094072811152,0.035354775349865,53.9,58.852789378,0.1589,0.721,5.0,665,0.47,0.0,0.0222645672,0.0047136696,10.0,16.1,10377.19482,0.2215439769,0.163,0.3,7.6,0.4646
"Tennessee, Stewart",2076,33,10.9873903104491,0.0717726396917148,23.1,27.715132268,0.1445,0.646,4.0,1021,0.5312,0.1338,0.0168866603,0.0075953101,10.3,19.7,10488.230803,0.2070366223,0.105,0.269,7.9,0.7404
"Tennessee, Sullivan",25587,394,7.59824441230941,0.0468206511118928,395.1,147.97941186,0.6049,0.511,5.0,986,0.59,0.72,0.0219638735,0.0036976431,10.2,21.1,9532.6223916,0.2209968758,0.148,0.34,8.4,0.592
"Tennessee, Sumner",33318,402,4.91052583770151,0.0275826880364968,295.3,133.35521898,0.1815,0.593,5.0,862,0.56,0.18,0.077066936,0.0039487253,10.8,15.2,7447.1234734,0.1813670044,0.083,0.311,8.5,0.1739
"Tennessee, Tipton",11024,126,6.17073447979084,0.0344702467343977,97.3,43.543109451,0.1429,0.671,5.0,940,0.21,0.02,0.1828810835,0.0047254835,10.1,13.8,9869.2997246,0.2123710326,0.168,0.324,9.1,0.5803
"Tennessee, Trousdale",3076,24,9.35343261896113,0.0334850455136541,61.7,24.753242496,0.2862,0.688,4.0,904,0.62,0.0,0.114148202,0.0059934617,10.1,14.1,10394.725509,0.2307084271,0.063,0.224,13.2,0.8127
"Tennessee, Unicoi",3045,59,7.31940769100839,0.0426929392446634,93.0,82.303272923,0.5317,0.532,5.0,889,0.29,0.08,0.0042227352,0.0051798885,8.8,23.2,11921.304533,0.2188861022,0.187,0.33,10.1,0.851
"Tennessee, Union",2913,42,10.361641609102,0.0700308959835221,61.6,25.191172774,0.6195,0.703,5.0,626,0.7575,0.5275,0.0046221048,0.0050792361,10.0,17.5,11042.249517,0.2515003554,0.181,0.339,11.0,0.9217
"Tennessee, Van Buren",1187,26,8.32610581092801,0.0404380791912384,17.7,13.179571904,0.525,0.512,3.0,494,0.5638,0.2313,0.0074588031,0.0038161318,9.2,22.1,11926.665998,0.2237161463,0.139,0.316,14.8,0.9255
"Tennessee, Warren",8296,102,9.29595381378737,0.0458052073288332,93.7,60.796795645,0.4397,0.658,5.0,1044,0.46,0.4,0.0323890601,0.0050883116,9.6,17.1,9974.9184099,0.2413918929,0.185,0.381,12.8,0.843
"Tennessee, Washington",20875,311,6.26715497601219,0.0386107784431138,417.1,148.93584073,0.7268,0.486,5.0,1206,0.83,0.58,0.0430147659,0.0044010046,9.9,17.5,9375.4174903,0.2044617665,0.124,0.31,8.9,0.4331
"Tennessee, Wayne",3946,39,8.69670250030197,0.0364926507856057,19.1,24.818970049,0.879,0.646,3.7,1074,0.15,0.0,0.0634134557,0.0041671699,9.7,18.8,9775.7562891,0.2466794512,0.15,0.347,12.0,0.8866
"Tennessee, Weakley",6027,81,6.40430944186742,0.0355068856811017,53.3,31.83497396,0.6956,0.681,5.0,819,0.33,0.32,0.075295526,0.0044291486,10.6,17.7,9601.9455599,0.221573614,0.107,0.386,9.9,0.7777
"Tennessee, White",5396,91,7.93153060095178,0.0398443291326909,66.0,43.379405517,0.376,0.633,5.0,841,0.58,0.0,0.017523149,0.0052016084,9.5,19.8,10250.061703,0.2343519117,0.217,0.314,11.4,0.8401
"Tennessee, Williamson",38570,261,5.16983200203686,0.0310604096448017,454.2,123.12751762,0.0462,0.43,5.0,1380,0.82,0.2,0.0433739411,0.0027359545,11.0,12.4,4093.8421383,0.152562019,0.079,0.216,4.5,0.0064
"Tennessee, Wilson",26375,319,6.35733333333333,0.0338957345971564,214.9,104.44303277,0.1582,0.551,5.0,1237,0.7,0.74,0.0707697778,0.0049635556,11.1,15.1,7063.4256773,0.1818066823,0.11,0.372,6.3,0.1156
"Texas, Anderson",7805,181,4.70227535008698,0.0349775784753363,45.3,71.489005628,0.978,0.485,5.0,961,0.5,0.49,0.2095871299,0.006975903,9.9,14.2,10927.038043,0.173863208,0.104,0.365,14.5,0.6596
"Texas, Andrews",2688,52,6.23345101500441,0.0420386904761905,11.5,107.38453033,0.4323,0.485,3.7,294,0.75,0.0,0.0133495146,0.0152250662,7.3,10.3,7137.5099015,0.134363002,0.067,0.349,19.8,0.428
"Texas, Angelina",13303,366,6.68258852707482,0.0437495301811621,106.2,133.39580743,0.9452,0.485,5.0,996,0.79,0.46,0.1483373903,0.0075896753,9.8,15.6,8913.8128605,0.1585696582,0.143,0.407,18.8,0.8414
"Texas, Aransas",2529,58,4.49731002017485,0.0423092131277185,93.5,4.7679721617,0.8169,0.485,4.3,1217,0.5088,0.1812,0.0126092804,0.0123570948,9.3,26.6,8770.4408974,0.1415745233,0.187,0.405,20.0,0.6248
"Texas, Archer",1100,15,5.91850671522877,0.0472727272727273,7.3,19.66073537,0.0309,0.485,3.3,2058,0.3612,0.1013,0.0086501252,0.0147962668,8.5,19.3,8253.2505241,0.1406260699,0.115,0.268,12.9,0.1306
"Texas, Armstrong",262,7,6.34249471458774,0.0458015267175573,1.6,99.181780328,0.2735,0.485,3.0,1166,0.4638,0.2938,0.0084566596,0.0147991543,6.8,20.9,7088.7329639,0.1174955027,0.092,0.293,7.3,0.1223
"Texas, Atascosa",8273,193,3.9554760484993,0.0240541520609211,37.5,90.269469696,0.6192,0.485,4.3,3183,0.46,0.3,0.007414033,0.013138541,9.6,14.2,7753.5547113,0.143944699,0.171,0.367,17.9,0.7822
"Texas, Austin",3333,50,6.46903864750409,0.0582058205820582,42.6,108.78957243,0.4021,0.485,4.3,1971,0.16,0.0,0.0861982727,0.0079695888,10.2,18.2,7371.1545231,0.135605543,0.104,0.315,13.9,0.3675
"Texas, Bailey",980,23,0.711541198235378,0.0051020408163265,8.3,102.1131142,0.5769,0.485,3.7,257,0.18,0.12,0.0125231251,0.0335847446,6.8,14.1,9061.6555016,0.1625368837,0.061,0.313,21.2,0.6153
"Texas, Bandera",2174,48,3.19838766211006,0.0335786568537259,24.5,14.733772171,0.3448,0.485,4.0,1030,0.5638,0.1588,0.0090694006,0.0130126183,8.9,25.9,7555.7172342,0.1366331544,0.086,0.299,17.3,0.4713
"Texas, Bastrop",13961,150,5.18533848417954,0.0323042761979801,80.7,72.291028992,0.8032,0.485,5.0,1748,0.76,0.2,0.0667310522,0.0197180831,10.1,14.2,7880.3177804,0.1563321306,0.117,0.384,16.3,0.564
"Texas, Baylor",517,18,9.49190396426577,0.0657640232108317,4.2,65.137527832,0.0293,0.485,3.3,684,0.3,0.0,0.0254048018,0.0083752094,7.8,24.3,11359.325779,0.142415964,0.117,0.266,14.6,0.3045
"Texas, Bee",5237,117,3.52901463773898,0.0219591369104449,29.5,68.523272847,0.972,0.485,3.7,1753,0.73,0.42,0.0832847455,0.0092061251,9.4,11.9,8266.9657796,0.1576524862,0.133,0.307,19.2,0.9634
"Texas, Bell",37157,647,4.58888432749788,0.0439217374922626,349.6,229.50572327,0.8405,0.485,5.0,1775,0.89,0.33,0.2215739423,0.0106849022,10.1,10.3,7306.7287534,0.1517941478,0.111,0.348,12.1,0.5312
"Texas, Bexar",310957,4770,4.02457341183425,0.0257045186311934,1637.3,511.30667288,0.781,0.485,5.0,4139,0.69,0.39,0.0736190295,0.0122026194,10.4,11.6,6963.3711995,0.1489929757,0.085,0.286,15.2,0.6048
"Texas, Blanco",1265,27,9.48555802426936,0.0877470355731225,15.4,91.621404866,0.2069,0.485,4.0,2548,0.6788,0.32,0.0108528457,0.0129037771,8.9,23.9,6887.0400959,0.133943886,0.124,0.294,16.6,0.2258
"Texas, Borden",39,2,4.62962962962963,0.0769230769230769,0.7,3.1185533379,0.0073,0.485,3.7,1070,0.445,0.1225,0.0092592593,0.0077160494,7.1,26.0,,0.1064309217,0.165,0.271,5.5,0.0172
"Texas, Bosque",2381,52,4.9756567331871,0.0390592188156237,16.8,52.81147468,0.3852,0.485,4.0,1049,0.48,0.0,0.0166390241,0.008667273,9.5,24.4,9705.3640013,0.1426907157,0.105,0.318,17.3,0.5029
"Texas, Bowie",12287,294,6.20202705568042,0.0476112964922276,107.0,162.31729385,0.9806,0.485,5.0,950,0.78,0.41,0.249522921,0.0105699504,10.0,16.0,9530.0864197,0.1714611872,0.148,0.473,13.8,0.6354
"Texas, Brazoria",57379,764,6.05078336034576,0.0390386726851287,227.9,86.293778862,0.7867,0.485,5.0,2482,0.86,0.27,0.1395056726,0.0082874122,11.4,11.3,6206.4306476,0.1340695671,0.105,0.282,14.0,0.2465
"Texas, Brazos",37016,330,15.3423473482744,0.0939863842662632,405.2,275.71775389,0.914,0.485,5.0,3699,0.67,0.32,0.1042873901,0.0067428713,10.1,8.6,4877.9487222,0.1415272809,0.08,0.291,12.3,0.5955
"Texas, Brewster",1035,19,2.15819574835438,0.0193236714975845,1.7,77.868731579,0.745,0.485,3.7,326,0.37,0.0,0.0123017158,0.0171576562,6.3,21.6,8207.7134385,0.1444122341,0.12,0.259,16.0,0.4213
"Texas, Briscoe",207,7,2.63852242744063,0.0193236714975845,1.7,6.1631267394,0.0614,0.485,3.7,841,0.315,0.2037,0.0336411609,0.0079155673,6.9,23.5,4713.9212376,0.1433374871,0.102,0.26,23.1,0.593
"Texas, Brooks",1113,45,2.81135788585887,0.0179694519317161,8.1,218.06908468,0.9914,0.485,3.7,3482,0.7325,0.3212,0.00534158,0.0064661231,8.6,15.5,8970.8628617,0.1820300233,0.119,0.369,22.5,0.999
"Texas, Brown",6833,159,9.01803607214429,0.0500512220108298,42.3,124.33261467,0.6931,0.485,5.0,879,0.7,0.26,0.0354656682,0.0085697711,8.3,19.1,9384.3393506,0.1515666042,0.127,0.386,14.5,0.479
"Texas, Burleson",3147,57,5.92745663168198,0.034636161423578,23.7,137.28368799,0.4709,0.485,4.0,2527,0.68,0.0,0.1246397303,0.0107129262,9.8,20.3,8224.0721368,0.1407257299,0.048,0.384,15.2,0.5248
"Texas, Burnet",7190,107,5.99469942366749,0.0396383866481224,46.8,72.88696199,0.4479,0.485,5.0,2776,0.71,0.09,0.0179840983,0.0119262967,9.1,21.7,6882.3203262,0.1338204053,0.178,0.313,15.3,0.2927
"Texas, Caldwell",8251,139,7.26061923370407,0.0380559932129439,64.5,60.558786965,0.9631,0.485,5.0,2226,0.87,0.16,0.0573218952,0.0155617731,10.1,13.4,8696.0903756,0.1543705445,0.106,0.391,23.4,0.6169
"Texas, Calhoun",3796,32,5.47284448773248,0.0310853530031612,47.4,62.997422665,0.5603,0.485,5.0,1198,0.62,0.0,0.0254626409,0.0082092667,9.4,16.8,7461.448123,0.1400167443,0.135,0.307,19.1,0.6685
"Texas, Callahan",1674,52,5.64527654709161,0.0471923536439665,13.3,89.559627321,0.1035,0.485,4.0,1341,0.4175,0.1363,0.0146491353,0.00800343,7.9,20.0,8864.0044618,0.1545211131,0.134,0.348,17.9,0.4194
"Texas, Cameron",63896,1729,3.79091689706257,0.0251502441467384,456.8,277.00769512,0.8596,0.485,5.0,1286,0.84,0.36,0.003849892,0.0066641819,9.3,12.8,6293.3182164,0.1318144455,0.105,0.308,28.4,0.9567
"Texas, Camp",1959,62,3.3760454231566,0.0224604389994895,59.0,83.168700945,0.6291,0.485,5.0,1016,0.67,0.23,0.1590577764,0.0095910381,9.9,18.0,9970.3157442,0.1605153962,0.16,0.279,17.0,0.7933
"Texas, Carson",741,23,4.32972522897585,0.0350877192982456,6.0,29.849097244,0.0083,0.485,4.0,742,0.4337,0.2225,0.0081598668,0.0176519567,7.0,17.5,6897.2213617,0.1255645187,0.08,0.276,9.9,0.0223
"Texas, Cass",4263,127,8.26720674657193,0.0584095707248417,29.4,41.966378686,0.6819,0.485,5.0,833,0.6388,0.2112,0.1667718052,0.0066735283,9.9,21.5,9286.4839414,0.1548732341,0.203,0.373,13.7,0.7879
"Texas, Castro",1256,34,4.95759947814742,0.0302547770700637,8.3,20.874940824,0.6415,0.485,2.3,1633,0.0,0.1013,0.0208741031,0.018134377,7.3,14.8,7874.7434244,0.1409309612,0.18,0.273,23.5,0.65
"Texas, Chambers",8503,51,10.4583784802374,0.0522168646360108,68.0,101.00192518,0.3317,0.485,5.0,1834,0.23,0.0,0.0798275781,0.010317049,9.9,10.9,7236.6790991,0.1499660843,0.079,0.28,11.3,0.3838
"Texas, Cherokee",6616,197,5.41907514450867,0.0430773881499395,46.2,80.893033726,0.9217,0.485,5.0,1050,0.44,0.26,0.1391846669,0.0165234256,10.0,16.9,9637.5831389,0.1620793414,0.141,0.428,19.0,0.7806
